bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
3048990008,3109903,428 East 46th Street,11203,Multifamily Housing,0,1929,84000,1,6,91.4,,,4.61,Multifamily Home,"{'Supermarkets/Grocery': 700.0, 'Office': 500.0, 'Other': 1580.0, 'Multifamily Home': 79770.0, 'Retail': 950.0, 'House of Worship': 500.0}",0,1394677.29,81,,,4,50,,4541510.57,,
1013497503,1087734,360 East 57th Street,10022,Multifamily Housing,0,1981,82291,1,24,54.5,,,1.62,,,,,,,,,,,,,
4026620018,4307987,58-95 MAURICE AVENUE,11378,Warehouse (Unrefrigerated),0,1990,129043,1,1,52.5,,,1.43,Warehouse (Unrefrigerated),"{'Warehouse (Unrefrigerated)': 82283.0, 'Office': 46760.0}",0,3281494.41,,,,0.43,,,,,
1015130070,1047699,1009 Park Avenue,10028,Multifamily Housing,0,1924,68019,1,14,125.8,,,6.75,Multifamily Home,"{'Multifamily Home': 64981.0, 'Medical Office': 4001.0}",0,1470312.89,43,61817.65,,,26,,,,4310474.03
2058030600,20903040,4381 Post Road,10471,Residence Hall/Dormitory,69,1990,167809,1,11,129.2,,,4.16,Residence Halls/Dormitories,,0,4379731.25,,5135296.77,,,,,,,
2057730328,2084004,3840 Corlear Avenue,10463,Education,0,1986,57000,1,2,154.9,,,4.6,Other,"{'Data Center': 4500.0, 'Other': 52500.0}",1,2657521.5,,722993.55,,,,,,,
2057790801,2087582,435 West 238th Street,10463,Residence Hall/Dormitory,61,1962,111285,1,6,122.6,,,6.12,Residence Halls/Dormitories,,0,1940164.46,,749212.9,,,,,,,8040924.59
2057740240,2084006,3825 Corlear Avenue,10463,Education,0,1947,161880,1,2,106.6,,,4.37,Other,,0,3838493.84,,1548858.06,,,,,,,4425449.94
4001830146,4002368,42 52 NORTHERN BLVD,11101,Retail,0,1982,55176,1,1,102.1,,,3.37,,,,,,,,,,,,,
1015427501,1049261,301 East 79th Street,10075,Multifamily Housing,0,1975,384486,1,36,202.6,,,7.55,Multifamily Home,"{'Multifamily Home': 369172.0, 'Retail': 9820.0, 'Medical Office': 5494.0, 'Parking': 39748.0}",0,11655559.19,,40952200,,,536,,,,
4044147505,4533944,140-21 32nd Avenue,11354,Multifamily Housing,0,2009,74687,1,6,104.4,,,3.93,,,,,,,,,,,,,
2057500500,2083523,2995 Independence Blvd,10463,Multifamily Housing,0,1984,115800,1,14,130.8,,,8.22,,,,,,,,,,,,,
1000100016,1-00010-0016,90 Broad Street,10004,Office,90,1930,388153,1,24,118.2,,,3.62,Office,"{'Retail': 25483.0, 'Office': 355305.0}",0,15959524.54,,,4409078.02,1.41,,,,,
5021650160,5146614,2 Teleport Dr.,10311,Office,79,1990,166761,1,3,184.9,,,5.61,Office,"{'Medical Office': 8018.0, 'Office': 158743.0}",0,7711409.34,,3114909.09,,3.58,,,,,
5021650170,5146615,1 Teleport Dr.,10311,Office,98,1990,112768,2,3,65.5,,,2.26,Office,,0,2477860.87,,2512645.45,,0.77,,,,,
5017250085,5113281,900 South Ave,10314,Office,50,1998,76214,2,3,215.5,,,6.43,Office,"{'Office': 76214.0, 'Parking': 6750.0}",0,9365577.8,,1222100,,2.4,,,,,
3002190001,3001617,97 Columbia Heights,11201,Residence Hall/Dormitory,86,1987,89889,1,12,99.3,,,3.55,,,,,,,,,,,,,
5017250510,5151613,1120 South Avenue,10314,Hotel,48,2006,74107,2,6,167.1,,,5.03,Hotel,"{'Hotel': 74107.0, 'Parking': 18819.0}",0,3310480.49,,1198697.06,,,,,,,
5017250550,5141913,1110 South Ave,10314,Office,16,2002,82919,2,4,342.3,,,10.33,Office,"{'Office': 82919.0, 'Parking': 81000.0}",0,12507041.29,,2600753.49,,2.74,,,,,
5017250195,5151612,1200 South Ave,10314,Office,0,1997,77299,1,3,210.4,,,6.07,Parking,"{'Supermarkets/Grocery': 17440.0, 'Medical Office': 3875.0, 'Office': 55984.0, 'Parking': 73500.0}",0,11594627.12,,207069.85,,1.62,,,,,
4057750023,4129645,15-20 202 St.,11360,Multifamily Housing,0,1960,81563,1,6,170.8,,,4.55,Multifamily Home,"{'Multifamily Home': 81563.0, 'Parking': 6595.0}",0,3695397.84,85,178125.9,,,67,,,,491029.07
4022190001,4052270,69-09 108th Street,11375,Multifamily Housing,0,1939,89833,1,6,94,,,5.77,Multifamily Home,,0,948488.42,100,440762.71,,,78,,,,5450367.92
1019220024,1058377,121 St. Nicholas Avenue,10026,Multifamily Housing,0,1920,55230,1,7,157.3,,,7.98,Multifamily Home,"{'Multifamily Home': 50230.0, 'Retail': 3400.0, 'Other': 1600.0}",0,1241196.37,27,413707,,,27,,,4340578.16,
1007850007,1014422,261 West 35th St,10001,Other,0,1924,112500,1,16,119.6,,,4.29,,,,,,,,,,,,,
3017547502,3393745,756 Myrtle Avenue,11206,Multifamily Housing,0,2007,106746,1,6,126.4,,,4.22,Multifamily Home,"{'Multifamily Home': 90406.0, 'Retail': 9100.0, 'Other': 6100.0, 'Office': 1140.0}",0,2027291.53,125,3501002.38,,2.3,72,,,,
1005480040,1008838,11 Waverly Place,10003,Multifamily Housing,0,1932,82500,1,12,154.6,,,6.88,Multifamily Home,"{'Multifamily Home': 74900.0, 'Retail': 3300.0, 'Office': 4300.0}",0,2563475.74,,171797.1,,3.72,,,5017798.29,,
3063440033,3165771,1864 85 st.,11214,Multifamily Housing,0,1930,72000,1,6,112.5,,,5.35,,,,,,,,,,,,,
1008330057,,22 West 32nd St,10001,Warehouse (Unrefrigerated),0,1912,117750,1,17,154.7,,,5.7,,,,,,,,,,,,,
4006450010,4009645,34-37 37th street,11101,Entertainment/Culture,0,1976,53550,1,4,127,,,4.2,,,,,,,,,,,,,
1008060058,,132 W. 31st Street,10001,Office,86,1930,390640,1,17,172.8,,,5.41,Office,"{'Retail': 33105.0, 'Office': 357535.0}",0,30499293.73,,9876506.02,,5.21,,,,,
1021800069,1064403,44 Bennett Avenue,10033,Multifamily Housing,0,1928,90295,1,6,105.7,,,5.89,Multifamily Home,,0,1271843.47,,41100,,,66,,,5531211.53,
1021800150,1064430,121-131 Bennett Avenue,10033,Multifamily Housing,0,1928,90355,1,6,126.2,,,6.9,Multifamily Home,,0,1594188.76,,,,,82,,,5402481.78,
1021800169,1064435,100 Bennett Avenue,10033,Multifamily Housing,0,1939,79070,1,6,110.8,,,6.07,Multifamily Home,,0,1237488.04,,33200,,,62,,,4716672.51,
1021800039,1064397,590 Ft Washington Avenue,10033,Multifamily Housing,0,1920,108948,1,6,94.7,,,5.06,Multifamily Home,,0,1524379.24,,,,,79,,,5032101.86,
3044110001,3098068,975 Georgia Ave.,11208,Warehouse (Unrefrigerated),55,1960,66000,1,1,114.6,,,4.24,,,,,,,,,,,,,
4050660644,4115029,131-10 Maple Avenue,11355,Warehouse (Unrefrigerated),80,1962,170000,1,2,85.2,,,2.99,,,,,,,,,,,,,
4071280002,4438312,61-00 francis lewis blvd,11365,K-12 School,69,1962,256000,3,3,127.5,,,4.38,,,,,,,,,,,,,
3019050001,3-01905-0001,185 Hall Street,11205,Multifamily Housing,0,1958,277408,1,16,100,,,4.48,,,,,,,,,,,,,
3019050080,3-01905-0080,195 Willoughby Avenue,11205,Multifamily Housing,0,1958,277408,1,16,94.2,,,4.04,,,,,,,,,,,,,
1003310065,1-00331-0065,500 Grand Street,10002,Multifamily Housing,0,1949,282030,1,12,150.9,,,7.65,,,,,,,,,,,,,
2033290085,2-03329-0085,3600 Jerome Avenue,10467,"Service (Vehicle Repair/Service, Postal Service)",0,1929,77220,1,2,154.5,,,4.94,,,,,,,,,,,,,
1015020059,1047005,22 East 91 Street,10128,K-12 School,54,1929,96000,1,10,185.3,,,6.1,,,,,,,,,,,,,
2028330014,2007998,152-154-156 East 171 St,10452,Multifamily Housing,0,1924,65065,1,5,172.2,,,8.96,Multifamily Home,"{'Multifamily Home': 61652.0, 'Retail': 3413.0}",0,1555312.43,104,873600,,,71,,,,5570582.27
3001797503,3000753,30 Third Avenue,11217,Multifamily Housing,0,1927,162454,1,14,133,,,4.85,,,,,,,,,,,,,
1008180059,1015397,14 west 17th street,10011,Multifamily Housing,0,1906,52000,1,12,86.3,,,3.21,Multifamily Home,"{'Multifamily Home': 48000.0, 'Retail': 4000.0}",0,,,,,,,,,,
2032880010,"2016651;2807313",315 EAST 196TH STREET,10458,Multifamily Housing,0,1941,77921,1,6,115,,,6.37,,,,,,,,,,,,,
2024760091,2002925,901 WALTON AVENUE,10452,Multifamily Housing,0,1927,121534,1,6,121.7,,,6.22,,,,,,,,,,,,,
3067210082,3180187,1562 OCEAN AVE,11230,Multifamily Housing,0,1926,88808,1,6,107.3,,,4.37,,,,,,,,,,,,,
2031240001,"2807045;2807042;2810467;2100100;2013159;2812147;2806961;2820977",883 EAST 180 STREET,10460,Multifamily Housing,0,1979,208257,2,5,142,,,7.68,,,,,,,,,,,,,
3052080025,3120283,2215 NEWKIRK AVENUE,11226,Multifamily Housing,0,1927,135198,1,6,106.1,,,4.14,,,,,,,,,,,,,
2028320050,2007994,1475 SHERIDAN AVENUE,10457,Multifamily Housing,0,1929,106577,1,6,122.9,,,6.93,,,,,,,,,,,,,
2033330001,2017936,323 East Mosholu Parkway,10467,Multifamily Housing,0,1923,70863,1,5,121.7,,,6.92,,,,,,,,,,,,,
3081730024,"3229478;3813761;3837839;3837838;3837836;3837835;3229467",633 EAST 104 STREET,11236,Residence Hall/Dormitory,9,1975,95439,1,5,278.1,,,8.41,,,,,,,,,,,,,
2025240064,2003453,155 WEST 162 STREET,10452,Multifamily Housing,0,1926,92000,1,6,82.8,,,6.03,,,,,,,,,,,,,
2028390057,2008036,1299 GRAND CONCOURSE,10452,Multifamily Housing,0,1922,60484,1,5,123.4,,,7.09,,,,,,,,,,,,,
2048220013,2062881,4064 BRONX BOULEVARD,10466,Multifamily Housing,0,1927,61640,1,6,124.7,,,7.68,,,,,,,,,,,,,
2046410010,2057259,3534 BRONX BOULEVARD,10467,Multifamily Housing,0,1927,72895,1,6,115.7,,,5.98,,,,,,,,,,,,,
2028200001,2007822,1495 MORRIS AVENUE,10457,Multifamily Housing,0,1949,60720,1,6,137.9,,,7.61,,,,,,,,,,,,,
2028650110,2008427,38-40 FEATHERBED LANE,10452,Multifamily Housing,0,1927,62015,1,6,147.2,,,8.1,,,,,,,,,,,,,
2025320026,2003535,190 WEST 170TH STREET,10452,Multifamily Housing,0,1929,83543,1,6,111,,,6.21,,,,,,,,,,,,,
2032480136,2118511:2015288,2701 WEBB AVENUE,10468,Multifamily Housing,0,1921,64318,2,6,88.3,,,4.89,,,,,,,,,,,,,
2024960034,2003023,1160 CROMWELL AVENUE,10452,Multifamily Housing,0,1927,87471,1,6,110.8,,,6.04,,,,,,,,,,,,,
2025040126,"2091245;2091244",1000 ANDERSON AVENUE,10452,Multifamily Housing,0,1931,235795,2,8,65.8,,,4.39,,,,,,,,,,,,,
3016910012,"3325183;3325182",1711 Fulton Street,11233,Multifamily Housing,0,1974,195625,3,6,343.7,,,10.38,Multifamily Home,,0,17461163.15,861,,,,287,,,,
2024820030,2002971,751 GERARD AVENUE,10451,Multifamily Housing,0,1928,118474,1,6,131.7,,,7.96,,,,,,,,,,,,,
2024760022,2002915,975 WALTON AVENUE,10452,Multifamily Housing,0,1927,322550,1,6,91.6,,,5.14,,,,,,,,,,,,,
2024770007,2002936,1014 GERARD AVENUE,10452,Multifamily Housing,0,1929,70380,1,6,120.2,,,6.67,,,,,,,,,,,,,
2032090021,2014543,2320 AQUEDUCT AVENUE,10468,Multifamily Housing,0,1931,66700,1,6,122.3,,,6.92,,,,,,,,,,,,,
5000050057,5000026,33 CENTRAL AVE,10301,Multifamily Housing,0,1923,75000,1,6,83.9,,,3.19,Multifamily Home,,0,674866.3,98,3230900,,,55,,,,
1007620025,1013643,307 West 38th Street,10018,Office,76,1934,236879,1,20,175.1,,,6.56,Office,,0,18075813.41,,,,2.3,,,,,
1019940038,2654830,167 Claremont Avenue,100273916,Residence Hall/Dormitory,75,1961,133412,1,12,100.6,,,5.45,Residence Halls/Dormitories,,0,1889446.73,,643583.87,,,,,,12391215.78,
1019940057,2654786,500 Riverside Drive,10027,Residence Hall/Dormitory,76,1924,338890,1,13,98,,,3.95,Residence Halls/Dormitories,,0,5462810.12,,15708754.84,,,,,,,
3025570024,3330075,47-61 Greenpoint Avenue,11222,Other,0,1931,123648,2,6,85.3,,,3.23,,,,,,,,,,,,,
2032460056,2015229,3850 Sedgwick Ave,10463,Multifamily Housing,0,1955,141055,1,14,114.6,,,6.22,,,,,,,,,,,,,
2023490003,2113741,255 Exterior Street,10451,Self-Storage,0,2006,90597,1,5,63.6,,,1.89,,,,,,,,,,,,,
4099910001,4439742,138-54 94th Ave,11435,Self-Storage,0,2000,88415,5,3,50,,,1.57,,,,,,,,,,,,,
4103190001,4538570,179-36 Jamaica Ave.,11432,Self-Storage,0,2010,77100,3,7,60.7,,,1.92,,,,,,,,,,,,,
4035570004,4437826,1125 Wyckoff Ave,11385,Self-Storage,0,2000,62245,3,3,54.1,,,1.75,,,,,,,,,,,,,
3020190001,3057829,945 Atlantic Ave,11238,Self-Storage,0,2006,37917,1,3,63.7,,,2.2,,,,,,,,,,,,,
2023190120,2102476,200 East 135th Street,10451,Self-Storage,0,2001,77496,,,78.2,,,2.22,,,,,,,,,,,,,
3037190001,3391573,2047 Pitkin Ave.,11207,Self-Storage,0,2007,47270,1,4,54.1,,,1.61,,,,,,,,,,,,,
3043670001,3827604,486 Stanley Ave,11207,Self-Storage,0,2007,74505,1,2,50.6,,,1.5,,,,,,,,,,,,,
4092860001,4194105,98-34 Jamaica Ave.,11418,Self-Storage,0,2008,46000,2,2,64.9,,,2.13,,,,,,,,,,,,,
2042570016,2047883,1990 White Plains Road,10462,Self-Storage,0,2007,19506,1,2,57.9,,,1.92,,,,,,,,,,,,,
1014870025,1083910,540 East 76th Street,10021,K-12 School,37,1913,68000,2,5,166.2,,,5.85,,,,,,,,,,,,,
2032600050,2015913,147 West 230th St.,10463,Multifamily Housing,0,1928,78148,1,6,142.4,,,7.91,Multifamily Home,"{'Multifamily Home': 73929.0, 'Other': 4219.0}",0,1500635.4,81,2591774.03,,,71,,,,4576984.03
2057870177,2084110,3225 Johnson Ave.,10463,Multifamily Housing,0,1970,70701,1,6,106.6,,,6.24,Multifamily Home,"{'Multifamily Home': 70701.0, 'Parking': 7545.0}",0,983774.86,72,267718.48,,,60,,,,4810052.79
4004030021,4004872,29-27 41st Avenue,11101,Office,84,1926,54000,,,125.6,,,5.6,Office,,0,1356281.01,,278508.86,,1.48,,,3624028.63,,
1008270008,1015611,45 West 25th St.,10010,Office,91,1909,110000,1,11,119.8,,,5.07,,,,,,,,,,,,,
1011130008,1084277,33 West 60th St.,10023,Office,99,1923,114000,1,11,87.1,,,3.62,,,,,,,,,,,,,
1008390073,1015982,48 West 38 St.,10018,Office,89,1912,120000,1,12,123.7,,,4.69,,,,,,,,,,,,,
4006280012,4009162,28-15 34 St.,11103,Multifamily Housing,0,1928,61016,1,6,105.3,,,6.02,Multifamily Home,,0,722661.02,72,23432.26,,,61,,3940682.52,,
3068190001,3183931,1310 Ave R,11229,Multifamily Housing,0,1962,97192,1,6,78.3,,,3.41,,,,,,,,,,,,,
4004290003,BIN 4005080,42-61 24th Street,11101,Other,0,1929,76000,1,5,57.9,,,2.28,Other,"{'Warehouse (Unrefrigerated)': 23000.0, 'Other': 53000.0}",0,1105277.32,,832445.3,,,,,2474932.03,1150003.57,
2029290008,2113141,3872 Third Avenue,10457,K-12 School,39,2004,70000,7,5,179.1,,,5.61,,,,,,,,,,,,,
1008330038,1015816,302 5th Avenue,10001,Office,79,1915,77370,1,14,154.3,,,5.65,Office,"{'Retail': 5040.0, 'Office': 72370.0}",0,3357090.9,,3093.55,,2.16,,,,,2769692.99
1008660001,1017175,389 Fifth Avenue,10016,Office,76,1922,120000,1,12,207.4,,,7.92,Office,"{'Retail': 12862.0, 'Office': 107138.0}",0,6169528.65,,5761.29,,2.96,,,,,5592343.61
1008220009,1015489,37 West 20th Street,10011,Office,91,1909,125000,1,12,140.1,,,5.01,Office,"{'Retail': 5000.0, 'Office': 120000.0}",0,4899914.43,,357070.97,,2.92,,,2919298.93,,
1008260013,1015593,43 West 24th Street,10010,Office,80,1912,75000,1,12,181.3,,,6.83,Office,"{'Retail': 5000.0, 'Office': 70000.0}",0,3732576.11,,2000283.87,,2.73,,,,,1971226.43
1008220070,1015512,54 West 21st Street,10011,Office,88,1910,120000,1,12,166.4,,,6.03,Office,"{'Retail': 10000.0, 'Office': 110000.0}",0,5098376.38,,923919.35,,2.93,,,,,3395143.76
3068020014,3183163,2200 Ocean Ave.,11229,Multifamily Housing,0,1952,128160,1,6,116.1,,,4.62,,,,,,,,,,,,,
3075780001,3206447,3211 Ave I,11210,Multifamily Housing,0,1957,170256,1,6,101.6,,,4.05,,,,,,,,,,,,,
3060180051,3152499,465 84th Street,11209,Multifamily Housing,0,1940,65062,1,6,79.8,,,3.56,,,,,,,,,,,,,
3067950075,3182881,1745 East 12 Street,11210,Multifamily Housing,0,1959,73200,1,6,127.6,,,5.22,Multifamily Home,"{'Multifamily Home': 74541.0, 'Parking': 8500.0}",0,932293.71,102,7239800,,,66,,,,
3073520015,3199762,2566 Ocean Ave.,11229,Multifamily Housing,0,1946,89000,1,6,70,,,4.51,,,,,,,,,,,,,
3067960067,3182904,1755 East 13th Street,11229,Multifamily Housing,0,1940,78200,1,6,101,,,4.1,,,,,,,,,,,,,
3073810065,3201012,2709 Ocean Ave.,11229,Multifamily Housing,0,1938,83490,1,6,111.4,,,4.44,,,,,,,,,,,,,
3073800034,3200951,2686 Ocean Ave.,11229,Multifamily Housing,0,1934,62100,1,6,112.3,,,4.47,,,,,,,,,,,,,
3076560073, 3210009,1865 Ocean Ave.,11230,Multifamily Housing,0,1951,86505,1,6,119.4,,,4.68,,,,,,,,,,,,,
3066210022,3175347,1650 West 10th Street,11223,Multifamily Housing,0,1938,62100,1,6,90.2,,,4.93,,,,,,,,,,,,,
4022140040,4052240,107-19 70th Ave,11375,Multifamily Housing,0,1938,70900,1,6,140.2,,,5.72,,,,,,,,,,,,,
1008510001,1016278,175 Fifth Avenue,10010,Office,81,1902,193000,1,21,204.6,,,7.73,Office,"{'Retail': 10000.0, 'Office': 183000.0}",0,10583559.14,,1377.42,,4.92,,,,,9140848.62
1007920020,1014575,125 West 16th Street,10011,Multifamily Housing,0,1918,40404,1,6,121.8,,,6.52,,,,,,,,,,,,,
1001811101,1066447,6 Harrison Street,10013,Office,0,1915,38212,,,313.6,,,10.15,,,,,,,,,,,,,
1010390017,1025137,319 W 48th Street,10036,Hotel,42,1926,187000,1,16,237.1,,,11.11,Hotel,,0,8393405.27,,1947787,,,,,,,13309627.9
1013140015,1087632,222 East 41st St.,10017,Office,81,2002,384607,0,0,218.9,,,6.35,,,,,,,,,,,,,
1008120013,1080608,151 West 36th Street,10018,Office,92,1909,57000,2,12,113.7,,,5.03,Office,,0,1313796.54,,2954.84,,3.11,,,,,2618409.07
1012320055,1033122,250 West 85th Street,10024,Multifamily Housing,0,1922,111811,1,15,133.3,,,7.59,Multifamily Home,"{'Multifamily Home': 108311.0, 'Retail': 3500.0}",0,1915537.74,,345000,,,,,,,8093166.57
1018920016,1057264,949 West End Avenue,10025,Multifamily Housing,0,1916,83805,1,12,81.5,,,4.55,Multifamily Home,,0,1030857.32,,159400,,,,,,,4400451.63
1006350026,1011938,780 Greenwich Street,10014,Multifamily Housing,0,1960,70350,1,6,113.5,,,4.26,Multifamily Home,,0,1302691.36,,4856100,,,,,,,
1005570017,1009001,60 East 12th Street,10004,Multifamily Housing,0,1940,119556,1,13,137.3,,,7.22,Multifamily Home,,0,2829858.21,,272700,,,,,,,9007775.53
1018937501,"1057305;1085323",301 West 108th Street,10025,Multifamily Housing,0,1920,170774,2,11,98.3,,,5.34,Multifamily Home,"{'Multifamily Home': 156606.0, 'Retail': 14168.0}",0,2627240,,275400,,,,,,,9666563.42
1019930015,1059837,3111 Broadway,10027,Multifamily Housing,0,1941,51870,1,7,132.2,,,7.3,Multifamily Home,,0,998596.86,,263200,,,,,,,4251359.89
1021390181,1063415,251 Fort Washington,10032,Multifamily Housing,0,1912,58167,1,8,125.3,,,7.43,Multifamily Home,,0,906561.58,,290300,,,,,,,4366771.27
1018880036,1057085,265 Riverside Drive,10025,Multifamily Housing,0,1912,82938,1,11,123.3,,,7.31,Multifamily Home,,0,1128467.82,,240500,,,,,,,7229452.39
1012410061,1033654,698 West End Avenue,10025,Multifamily Housing,0,1925,91494,1,15,111.9,,,6.25,Multifamily Home,,0,1583352.25,,336100,,,,,,,6197037.01
1007880037,1014480,209 West 38th Street,10018,Office,85,1920,140720,1,12,158.2,,,5.56,Office,"{'Retail': 11160.0, 'Office': 129560.0}",0,5588900.03,,2696190.32,,2.27,,,,,2631109.92
1007880011,1014474,263 WEST 38TH STREET,10018,Office,88,1925,152439,1,17,129.1,,,5.18,Office,"{'Retail': 29000.0, 'Office': 123439.0}",0,4646554.32,,,,1.77,,,,,4788176.99
1007630024,1013683,315 WEST 39TH STREET,10018,Office,91,1927,153821,1,16,108.7,,,5.29,Office,,0,2677693.57,,,,1.77,,,,,6763993.24
1009930001,1022558,561 Seventh Ave,10018,Office,77,1926,79050,1,21,189.8,,,7.87,Office,"{'Retail': 15000.0, 'Office': 64050.0}",0,2647806.88,,5319.1,,2.05,,,,,4304813
1022150700,1086533,40-64 W 225th St.,10463,Retail,35,2004,56645,1,1,314,,,9.35,,,,,,,,,,,,,
1010350001,1024982,630 Ninth Avenue,10036,Office,82,1928,238000,1,13,220,,,7.38,Office,"{'Retail': 9237.0, 'Office': 228763.0}",0,14600793.3,,233906.45,,2.38,,,,,5279823.29
2028610057,2008361,1726 Davidson Avenue,10453,Multifamily Housing,0,1927,66000,1,6,94.8,,,6.9,,,,,,,,,,,,,
1007870011,1014454,247 West 37th Street,10018,Office,83,1925,205729,1,18,162.3,,,6.05,Office,"{'Retail': 14518.0, 'Office': 191211.0}",0,7655823.59,,1917941.94,,2.6,,,,,4992770.11
1007600032,1013596,307 West 36th Street,10018,Office,88,1927,219730,1,18,159.8,,,5.17,,,0,,,,,,,,,,
4025730162,4805222,56-05 55th Drive,11378,Warehouse (Unrefrigerated),20,1952,53000,1,1,106.7,,,3.66,,,,,,,,,,,,,
2031780020," 3072427; 3819572",476 Jefferson Street,11237,Other,0,1920,72000,,,146.4,,,4.99,Other,"{'Warehouse (Unrefrigerated)': 26000.0, 'Other': 46000.0}",0,2078270.47,,2903138.71,,,,,,,
1007640001,1013711,80 Eighth Avenue,10011,Office,92,1930,164609,1,20,145.7,,,5.41,Office,,0,,,,,7.36,,,,,
1008240015,1080667,50 West 23 Street,10010,Office,83,1954,312019,2,13,274.8,,,8.01,Office,"{'K-12 School': 64000.0, 'Retail': 64268.0, 'Office': 183751.0}",0,20593866.4,,4568900,,5.13,,,,6661304.72,
3002777501,"3388736;3002802",125 Court Street,11201,Multifamily Housing,0,2005,314360,1,11,205.3,,,5.98,Multifamily Home,"{'Multifamily Home': 248762.0, 'Other': 65238.0, 'Office': 360.0, 'Parking': 181000.0}",0,15957241.6,391,8837900,,8.33,321,,,,
3000190001,3000010,20 Jay Street,11201,Office,100,1948,474403,1,11,74.1,,,2.39,Office,"{'Warehouse (Unrefrigerated)': 27903.0, 'Retail': 14500.0, 'Office': 432000.0, 'Parking': 40000.0}",0,7705660.8,,9052600,,2.51,,,,,
3000280005,3329408,25 Washington Street,11201,Multifamily Housing,0,1902,101790,1,8,210.6,,,5.35,Multifamily Home,"{'Multifamily Home': 96790.0, 'Retail': 5000.0}",0,2138290.16,131,96100,,,106,,,,
3000380001,3000088,55 Washington Street,11201,Office,99,1908,389059,1,9,96.6,,,3.07,Office,"{'Retail': 40000.0, 'Office': 349059.0, 'Parking': 40000.0}",0,9110800.88,,6024900,,3.18,,,,0,
2023190100,2000784,2417 3RD AVENUE,10451,Warehouse (Unrefrigerated),28,1932,154380,1,8,98.5,,,5.16,Warehouse (Unrefrigerated),,0,1902197.04,,,,,,,2912500.5,,
1020110038,,106 & 114 West 143rd Street,10030,Multifamily Housing,0,1910,103248,5,6,132.5,,,5.0,Multifamily Home,,0,2008664.87,,6550800,,,,,,,
2027070068,,777/783 Fox Street,10455,Multifamily Housing,0,1920,61200,1,6,157.1,,,6.05,Multifamily Home,,0,1274105.63,,5190900,,,,,,,
2028330020,,1421/1425 Grand Concourse,10452,Multifamily Housing,0,1916,60000,1,5,211.5,,,8.3,Multifamily Home,,0,1435929.96,,7096400,,,,,,,
2027610103,,887 Bryant Avenue,10474,Multifamily Housing,0,1908,50052,1,5,111.9,,,5.75,Multifamily Home,,0,783036.94,,278200,,,,,,2951195.15,
4026030150,4058990,58-38 PAGE PLACE,11378,Warehouse (Unrefrigerated),26,1970,92000,1,1,124.9,,,4.4,,,,,,,,,,,,,
1005200001,1008118,200 Varick Street,10014,Office,76,1919,420972,1,12,222.1,,,7.82,Office,"{'Retail': 40000.0, 'Office': 380972.0}",0,,,,,3.61,,,,,
1008037502,1015060,305 Seventh Avenue,10001,Office,60,1921,156000,1,21,224.8,,,8.19,,,0,,,,,,,,,,
1008690061,1017599,280 Madison Avenue,10016,Office,92,1918,67751,1,14,141.8,,,4.17,Office,"{'Retail': 5060.0, 'Office': 62691.0}",0,,,,,3.8,,,,,
1007600043,1013599,535 Eighth Ave,10018,Office,79,1927,134600,1,20,186.7,,,6.54,Office,"{'Retail': 6423.0, 'Medical Office': 5000.0, 'Office': 123177.0}",0,6887732.31,,470409.68,,3.3,,,,,3866818.28
1008210064,1015484,36 West 20th Street,10011,Office,93,1906,73000,1,11,93.8,,,3.83,Office,"{'Multifamily Home': 5000.0, 'Retail': 8000.0, 'Office': 60000.0}",0,1668265.26,,3511.39,,1.42,,,,,1806286.1
2038520001,,2500 Halsey Street,10461,Office,46,1981,153816,1,2,338.1,,,10.09,Office,,0,14722452.45,,4037400,,4.03,,,,,
4005777501,4006953,30-44 29 Street,11102,Multifamily Housing,0,1963,99600,1,6,96.2,,,6.75,,,,,,,,,,,,,
4098270008,4210221,88-05 171 Street,11432,Multifamily Housing,0,1959,63460,1,6,92.1,,,6.58,,,,,,,,,,,,,
4015470001,4038743,84-19 51 Avenue,11373,Multifamily Housing,0,1953,87780,1,6,152.3,,,5.85,,,,,,,,,,,,,
